event_ticker,ticker,title,game_date,visitor_team,home_team,status,result,volume_fp,open_interest_fp,settlement_value_dollars,occurrence_datetime,kalshi_home_prob,pregame_yes_bid,pregame_yes_ask,cutoff_ts,end_period_ts,kalshi_home_win,start_et,visitor_pts,home_pts,home_win,home_margin
KXNBAGAME-25DEC03PORCLE,KXNBAGAME-25DEC03PORCLE-CLE,Portland vs Cleveland Winner?,2025-12-03,Portland Trail Blazers,Cleveland Cavaliers,finalized,no,2462013.0,0.0,0.0,,0.81,0.8,0.82,1764805500.0,1764805500.0,0,7:00p,122,110,0,-12
KXNBAGAME-25DEC03BKNCHI,KXNBAGAME-25DEC03BKNCHI-CHI,Brooklyn vs Chicago Winner?,2025-12-03,Brooklyn Nets,Chicago Bulls,finalized,no,2272401.0,0.0,0.0,,0.745,0.74,0.75,1764809100.0,1764809100.0,0,8:00p,113,103,0,-10
KXNBAGAME-25DEC03SACHOU,KXNBAGAME-25DEC03SACHOU-HOU,Sacramento vs Houston Winner?,2025-12-03,Sacramento Kings,Houston Rockets,finalized,yes,646262.0,0.0,1.0,,0.895,0.89,0.9,1764809100.0,1764809100.0,1,8:00p,95,121,1,26
KXNBAGAME-25DEC03DETMIL,KXNBAGAME-25DEC03DETMIL-MIL,Detroit vs Milwaukee Winner?,2025-12-03,Detroit Pistons,Milwaukee Bucks,finalized,yes,4886237.0,0.0,1.0,,0.365,0.36,0.37,1764809100.0,1764809100.0,1,8:00p,109,113,1,4
KXNBAGAME-25DEC03MIADAL,KXNBAGAME-25DEC03MIADAL-DAL,Miami vs Dallas Winner?,2025-12-03,Miami Heat,Dallas Mavericks,finalized,yes,3844848.0,0.0,1.0,,0.375,0.37,0.38,1764810900.0,1764810900.0,1,8:30p,108,118,1,10
KXNBAGAME-25DEC04BOSWAS,KXNBAGAME-25DEC04BOSWAS-WAS,Boston vs Washington Winner?,2025-12-04,Boston Celtics,Washington Wizards,finalized,no,2063201.0,0.0,0.0,,0.185,0.18,0.19,1764891900.0,1764891900.0,0,7:00p,146,101,0,-45
KXNBAGAME-25DEC04LALTOR,KXNBAGAME-25DEC04LALTOR-TOR,Los Angeles L vs Toronto Winner?,2025-12-04,Los Angeles Lakers,Toronto Raptors,finalized,no,2966122.0,0.0,0.0,,0.565,0.56,0.57,1764893700.0,1764893700.0,0,7:30p,123,120,0,-3
KXNBAGAME-25DEC04GSWPHI,KXNBAGAME-25DEC04GSWPHI-PHI,Golden State vs Philadelphia Winner?,2025-12-04,Golden State Warriors,Philadelphia 76ers,finalized,yes,4488357.0,0.0,1.0,,0.625,0.62,0.63,1764891900.0,1764891900.0,1,7:00p,98,99,1,1
KXNBAGAME-25DEC04UTABKN,KXNBAGAME-25DEC04UTABKN-BKN,Utah vs Brooklyn Winner?,2025-12-04,Utah Jazz,Brooklyn Nets,finalized,no,2594523.0,0.0,0.0,,0.365,0.36,0.37,1764893700.0,1764893700.0,0,7:30p,123,110,0,-13
KXNBAGAME-25DEC04MINNOP,KXNBAGAME-25DEC04MINNOP-NOP,Minnesota vs New Orleans Winner?,2025-12-04,Minnesota Timberwolves,New Orleans Pelicans,finalized,no,2521822.0,0.0,0.0,,0.165,0.16,0.17,1764895500.0,1764895500.0,0,8:00p,125,116,0,-9
KXNBAGAME-25DEC05UTANYK,KXNBAGAME-25DEC05UTANYK-NYK,Utah vs New York K Winner?,2025-12-05,Utah Jazz,New York Knicks,finalized,yes,439194.0,0.0,1.0,,0.895,0.89,0.9,1764980100.0,1764980100.0,1,7:30p,112,146,1,34
KXNBAGAME-25DEC05MIAORL,KXNBAGAME-25DEC05MIAORL-ORL,Miami vs Orlando Winner?,2025-12-05,Miami Heat,Orlando Magic,finalized,yes,1820674.0,0.0,1.0,,0.675,0.67,0.68,1764978300.0,1764978300.0,1,7:00p,105,106,1,1
KXNBAGAME-25DEC05CHATOR,KXNBAGAME-25DEC05CHATOR-TOR,Charlotte vs Toronto Winner?,2025-12-05,Charlotte Hornets,Toronto Raptors,finalized,no,1945481.0,0.0,0.0,,0.715,0.71,0.72,1764980100.0,1764980100.0,0,7:30p,111,86,0,-25
KXNBAGAME-25DEC05PORDET,KXNBAGAME-25DEC05PORDET-DET,Portland vs Detroit Winner?,2025-12-05,Portland Trail Blazers,Detroit Pistons,finalized,yes,2725885.0,0.0,1.0,,0.755,0.75,0.76,1764980100.0,1764980100.0,1,7:30p,116,122,1,6
KXNBAGAME-25DEC05LALBOS,KXNBAGAME-25DEC05LALBOS-BOS,Los Angeles L vs Boston Winner?,2025-12-05,Los Angeles Lakers,Boston Celtics,finalized,yes,1643221.0,0.0,1.0,,0.745,0.74,0.75,1764978300.0,1764978300.0,1,7:00p,105,126,1,21
KXNBAGAME-25DEC05SASCLE,KXNBAGAME-25DEC05SASCLE-CLE,San Antonio vs Cleveland Winner?,2025-12-05,San Antonio Spurs,Cleveland Cavaliers,finalized,yes,969566.0,0.0,1.0,,0.635,0.63,0.64,1764980100.0,1764980100.0,1,7:30p,117,130,1,13
KXNBAGAME-25DEC05PHXHOU,KXNBAGAME-25DEC05PHXHOU-HOU,Phoenix vs Houston Winner?,2025-12-05,Phoenix Suns,Houston Rockets,finalized,yes,630630.0,0.0,1.0,,0.785,0.78,0.79,1764981900.0,1764981900.0,1,8:00p,98,117,1,19
KXNBAGAME-25DEC05INDCHI,KXNBAGAME-25DEC05INDCHI-CHI,Indiana vs Chicago Winner?,2025-12-05,Indiana Pacers,Chicago Bulls,finalized,no,1098439.0,0.0,0.0,,0.645,0.64,0.65,1764981900.0,1764981900.0,0,8:00p,120,105,0,-15
KXNBAGAME-25DEC05LACMEM,KXNBAGAME-25DEC05LACMEM-MEM,Los Angeles C vs Memphis Winner?,2025-12-05,Los Angeles Clippers,Memphis Grizzlies,finalized,yes,1085827.0,0.0,1.0,,0.455,0.45,0.46,1764981900.0,1764981900.0,1,8:00p,98,107,1,9
KXNBAGAME-25DEC05PHIMIL,KXNBAGAME-25DEC05PHIMIL-MIL,Philadelphia vs Milwaukee Winner?,2025-12-05,Philadelphia 76ers,Milwaukee Bucks,finalized,no,554023.0,0.0,0.0,,0.475,0.47,0.48,1764981900.0,1764981900.0,0,8:00p,116,101,0,-15
KXNBAGAME-25DEC05DENATL,KXNBAGAME-25DEC05DENATL-ATL,Denver vs Atlanta Winner?,2025-12-05,Denver Nuggets,Atlanta Hawks,finalized,no,2741481.0,0.0,0.0,,0.415,0.41,0.42,1764980100.0,1764980100.0,0,7:30p,134,133,0,-1
KXNBAGAME-25DEC05DALOKC,KXNBAGAME-25DEC05DALOKC-OKC,Dallas vs Oklahoma City Winner?,2025-12-05,Dallas Mavericks,Oklahoma City Thunder,finalized,yes,1953869.0,0.0,1.0,,0.885,0.88,0.89,1764987300.0,1764987300.0,1,9:30p,111,132,1,21
KXNBAGAME-25DEC06LACMIN,KXNBAGAME-25DEC06LACMIN-MIN,Los Angeles C vs Minnesota Winner?,2025-12-06,Los Angeles Clippers,Minnesota Timberwolves,finalized,yes,3291157.0,0.0,1.0,,0.765,0.76,0.77,1765068300.0,1765068300.0,1,8:00p,106,109,1,3
KXNBAGAME-25DEC06ATLWAS,KXNBAGAME-25DEC06ATLWAS-WAS,Atlanta vs Washington Winner?,2025-12-06,Atlanta Hawks,Washington Wizards,finalized,no,1339083.0,0.0,0.0,,0.20500000000000002,0.2,0.21,1765064700.0,1765064700.0,0,7:00p,131,116,0,-15
KXNBAGAME-25DEC06NOPBKN,KXNBAGAME-25DEC06NOPBKN-BKN,New Orleans vs Brooklyn Winner?,2025-12-06,New Orleans Pelicans,Brooklyn Nets,finalized,yes,1689940.0,0.0,1.0,,0.615,0.61,0.62,1765057500.0,1765057500.0,1,5:00p,101,119,1,18
KXNBAGAME-25DEC06GSWCLE,KXNBAGAME-25DEC06GSWCLE-CLE,Golden State vs Cleveland Winner?,2025-12-06,Golden State Warriors,Cleveland Cavaliers,finalized,no,3145733.0,0.0,0.0,,0.765,0.76,0.77,1765066500.0,1765066500.0,0,7:30p,99,94,0,-5
KXNBAGAME-25DEC06HOUDAL,KXNBAGAME-25DEC06HOUDAL-DAL,Houston vs Dallas Winner?,2025-12-06,Houston Rockets,Dallas Mavericks,finalized,yes,1315956.0,0.0,1.0,,0.295,0.29,0.3,1765070100.0,1765070100.0,1,8:30p,109,122,1,13
KXNBAGAME-25DEC06SACMIA,KXNBAGAME-25DEC06SACMIA-MIA,Sacramento vs Miami Winner?,2025-12-06,Sacramento Kings,Miami Heat,finalized,no,984853.0,0.0,0.0,,0.765,0.76,0.77,1765068300.0,1765068300.0,0,8:00p,127,111,0,-16
KXNBAGAME-25DEC06MILDET,KXNBAGAME-25DEC06MILDET-DET,Milwaukee vs Detroit Winner?,2025-12-06,Milwaukee Bucks,Detroit Pistons,finalized,yes,641025.0,0.0,1.0,,0.845,0.84,0.85,1765066500.0,1765066500.0,1,7:30p,112,124,1,12
KXNBAGAME-25DEC07PORMEM,KXNBAGAME-25DEC07PORMEM-MEM,Portland vs Memphis Winner?,2025-12-07,Portland Trail Blazers,Memphis Grizzlies,finalized,yes,1788495.0,0.0,1.0,,0.555,0.55,0.56,1765147500.0,1765147500.0,1,6:00p,96,119,1,23
KXNBAGAME-25DEC07LALPHI,KXNBAGAME-25DEC07LALPHI-PHI,Los Angeles L vs Philadelphia Winner?,2025-12-07,Los Angeles Lakers,Philadelphia 76ers,finalized,no,3693716.0,0.0,0.0,,0.43,0.42,0.44,1765152900.0,1765152900.0,0,7:30p,112,108,0,-4
KXNBAGAME-25DEC07GSWCHI,KXNBAGAME-25DEC07GSWCHI-CHI,Golden State vs Chicago Winner?,2025-12-07,Golden State Warriors,Chicago Bulls,finalized,no,1309656.0,0.0,0.0,,0.485,0.48,0.49,1765151100.0,1765151100.0,0,7:00p,123,91,0,-32
KXNBAGAME-25DEC07OKCUTA,KXNBAGAME-25DEC07OKCUTA-UTA,Oklahoma City vs Utah Winner?,2025-12-07,Oklahoma City Thunder,Utah Jazz,finalized,no,851068.0,0.0,0.0,,0.18,0.17,0.19,1765154700.0,1765154700.0,0,8:00p,131,101,0,-30
KXNBAGAME-25DEC07DENCHA,KXNBAGAME-25DEC07DENCHA-CHA,Denver vs Charlotte Winner?,2025-12-07,Denver Nuggets,Charlotte Hornets,finalized,no,1591418.0,0.0,0.0,,0.185,0.18,0.19,1765147500.0,1765147500.0,0,6:00p,115,106,0,-9
KXNBAGAME-25DEC07BOSTOR,KXNBAGAME-25DEC07BOSTOR-TOR,Boston vs Toronto Winner?,2025-12-07,Boston Celtics,Toronto Raptors,finalized,no,2173078.0,0.0,0.0,,0.425,0.42,0.43,1765138500.0,1765138500.0,0,3:30p,121,113,0,-8
KXNBAGAME-25DEC07ORLNYK,KXNBAGAME-25DEC07ORLNYK-NYK,Orlando vs New York K Winner?,2025-12-07,Orlando Magic,New York Knicks,finalized,yes,3243242.0,0.0,1.0,,0.535,0.53,0.54,1765125900.0,1765125900.0,1,12:00p,100,106,1,6
KXNBAGAME-25DEC08PHXMIN,KXNBAGAME-25DEC08PHXMIN-MIN,Phoenix vs Minnesota Winner?,2025-12-08,Phoenix Suns,Minnesota Timberwolves,finalized,no,5051202.0,0.0,0.0,,0.775,0.77,0.78,1765239300.0,1765239300.0,0,7:30p,108,105,0,-3
KXNBAGAME-25DEC08SASNOP,KXNBAGAME-25DEC08SASNOP-NOP,San Antonio vs New Orleans Winner?,2025-12-08,San Antonio Spurs,New Orleans Pelicans,finalized,no,2894447.0,0.0,0.0,,0.215,0.21,0.22,1765241100.0,1765241100.0,0,8:00p,135,132,0,-3
KXNBAGAME-25DEC08SACIND,KXNBAGAME-25DEC08SACIND-IND,Sacramento vs Indiana Winner?,2025-12-08,Sacramento Kings,Indiana Pacers,finalized,yes,3768144.0,0.0,1.0,,0.605,0.6,0.61,1765237500.0,1765237500.0,1,7:00p,105,116,1,11
KXNBAGAME-25DEC09MIAORL,KXNBAGAME-25DEC09MIAORL-ORL,Miami vs Orlando Winner?,2025-12-09,Miami Heat,Orlando Magic,finalized,yes,7773231.0,0.0,1.0,,0.515,0.51,0.52,1765320300.0,1765320300.0,1,6:00p,108,117,1,9
KXNBAGAME-25DEC09NYKTOR,KXNBAGAME-25DEC09NYKTOR-TOR,New York K vs Toronto Winner?,2025-12-09,New York Knicks,Toronto Raptors,finalized,no,6501035.0,0.0,0.0,,0.305,0.3,0.31,1765329300.0,1765329300.0,0,8:30p,117,101,0,-16
KXNBAGAME-25DEC10PHXOKC,KXNBAGAME-25DEC10PHXOKC-OKC,Phoenix vs Oklahoma City Winner?,2025-12-10,Phoenix Suns,Oklahoma City Thunder,finalized,yes,2706383.0,0.0,1.0,,0.895,0.89,0.9,1765412100.0,1765412100.0,1,7:30p,89,138,1,49
KXNBAGAME-25DEC10SASLAL,KXNBAGAME-25DEC10SASLAL-LAL,San Antonio vs Los Angeles L Winner?,2025-12-10,San Antonio Spurs,Los Angeles Lakers,finalized,no,13405258.0,0.0,0.0,,0.725,0.72,0.73,1765421100.0,1765421100.0,0,10:00p,132,119,0,-13
KXNBAGAME-25DEC11LACHOU,KXNBAGAME-25DEC11LACHOU-HOU,Los Angeles C vs Houston Winner?,2025-12-11,Los Angeles Clippers,Houston Rockets,finalized,yes,4414917.0,0.0,1.0,,0.775,0.77,0.78,1765500300.0,1765500300.0,1,8:00p,113,115,1,2
KXNBAGAME-25DEC11DENSAC,KXNBAGAME-25DEC11DENSAC-SAC,Denver vs Sacramento Winner?,2025-12-11,Denver Nuggets,Sacramento Kings,finalized,no,1616777.0,0.0,0.0,,0.185,0.18,0.19,1765507500.0,1765507500.0,0,10:00p,136,105,0,-31
KXNBAGAME-25DEC11BOSMIL,KXNBAGAME-25DEC11BOSMIL-MIL,Boston vs Milwaukee Winner?,2025-12-11,Boston Celtics,Milwaukee Bucks,finalized,yes,2158364.0,0.0,1.0,,0.21000000000000002,0.2,0.22,1765500300.0,1765500300.0,1,8:00p,101,116,1,15
KXNBAGAME-25DEC11PORNOP,KXNBAGAME-25DEC11PORNOP-NOP,Portland vs New Orleans Winner?,2025-12-11,Portland Trail Blazers,New Orleans Pelicans,finalized,yes,1934968.0,0.0,1.0,,0.395,0.39,0.4,1765500300.0,1765500300.0,1,8:00p,120,143,1,23
KXNBAGAME-25DEC12CLEWAS,KXNBAGAME-25DEC12CLEWAS-WAS,Cleveland vs Washington Winner?,2025-12-12,Cleveland Cavaliers,Washington Wizards,finalized,no,6636388.0,0.0,0.0,,0.10500000000000001,0.1,0.11,1765583100.0,1765583100.0,0,7:00p,130,126,0,-4
KXNBAGAME-25DEC12MINGSW,KXNBAGAME-25DEC12MINGSW-GSW,Minnesota vs Golden State Winner?,2025-12-12,Minnesota Timberwolves,Golden State Warriors,finalized,no,9376182.0,0.0,0.0,,0.625,0.62,0.63,1765593900.0,1765593900.0,0,10:00p,127,120,0,-7
KXNBAGAME-25DEC12BKNDAL,KXNBAGAME-25DEC12BKNDAL-DAL,Brooklyn vs Dallas Winner?,2025-12-12,Brooklyn Nets,Dallas Mavericks,finalized,yes,3296127.0,0.0,1.0,,0.735,0.73,0.74,1765588500.0,1765588500.0,1,8:30p,111,119,1,8
KXNBAGAME-25DEC12INDPHI,KXNBAGAME-25DEC12INDPHI-PHI,Indiana vs Philadelphia Winner?,2025-12-12,Indiana Pacers,Philadelphia 76ers,finalized,yes,3754763.0,0.0,1.0,,0.675,0.67,0.68,1765583100.0,1765583100.0,1,7:00p,105,115,1,10
KXNBAGAME-25DEC12ATLDET,KXNBAGAME-25DEC12ATLDET-DET,Atlanta vs Detroit Winner?,2025-12-12,Atlanta Hawks,Detroit Pistons,finalized,yes,1745314.0,0.0,1.0,,0.715,0.71,0.72,1765583100.0,1765583100.0,1,7:00p,115,142,1,27
KXNBAGAME-25DEC12UTAMEM,KXNBAGAME-25DEC12UTAMEM-MEM,Utah vs Memphis Winner?,2025-12-12,Utah Jazz,Memphis Grizzlies,finalized,no,3496848.0,0.0,0.0,,0.705,0.7,0.71,1765586700.0,1765586700.0,0,8:00p,130,126,0,-4
KXNBAGAME-25DEC12CHICHA,KXNBAGAME-25DEC12CHICHA-CHA,Chicago vs Charlotte Winner?,2025-12-12,Chicago Bulls,Charlotte Hornets,finalized,no,3487929.0,0.0,0.0,,0.43,0.42,0.44,1765583100.0,1765583100.0,0,7:00p,129,126,0,-3
KXNBAGAME-25DEC13NYKORL,KXNBAGAME-25DEC13NYKORL-ORL,New York K vs Orlando Winner?,2025-12-13,New York Knicks,Orlando Magic,finalized,no,5746193.0,0.0,0.0,,0.375,0.37,0.38,1765664100.0,1765664100.0,0,5:30p,132,120,0,-12
KXNBAGAME-25DEC13SASOKC,KXNBAGAME-25DEC13SASOKC-OKC,San Antonio vs Oklahoma City Winner?,2025-12-13,San Antonio Spurs,Oklahoma City Thunder,finalized,no,11041892.0,0.0,0.0,,0.815,0.81,0.82,1765676700.0,1765676700.0,0,9:00p,111,109,0,-2
KXNBAGAME-25DEC14NOPCHI,KXNBAGAME-25DEC14NOPCHI-CHI,New Orleans vs Chicago Winner?,2025-12-14,New Orleans Pelicans,Chicago Bulls,finalized,no,2450832.0,0.0,0.0,,0.615,0.61,0.62,1765755900.0,1765755900.0,0,7:00p,114,104,0,-10
KXNBAGAME-25DEC14MILBKN,KXNBAGAME-25DEC14MILBKN-BKN,Milwaukee vs Brooklyn Winner?,2025-12-14,Milwaukee Bucks,Brooklyn Nets,finalized,yes,804350.0,0.0,1.0,,0.475,0.47,0.48,1765752300.0,1765752300.0,1,6:00p,82,127,1,45
KXNBAGAME-25DEC14GSWPOR,KXNBAGAME-25DEC14GSWPOR-POR,Golden State vs Portland Winner?,2025-12-14,Golden State Warriors,Portland Trail Blazers,finalized,yes,4290198.0,0.0,1.0,,0.355,0.35,0.36,1765763100.0,1765763100.0,1,9:00p,131,136,1,5
KXNBAGAME-25DEC14LALPHX,KXNBAGAME-25DEC14LALPHX-PHX,Los Angeles L vs Phoenix Winner?,2025-12-14,Los Angeles Lakers,Phoenix Suns,finalized,no,3778336.0,0.0,0.0,,0.525,0.52,0.53,1765759500.0,1765759500.0,0,8:00p,116,114,0,-2
KXNBAGAME-25DEC14PHIATL,KXNBAGAME-25DEC14PHIATL-ATL,Philadelphia vs Atlanta Winner?,2025-12-14,Philadelphia 76ers,Atlanta Hawks,finalized,yes,2105108.0,0.0,1.0,,0.61,0.6,0.62,1765752300.0,1765752300.0,1,6:00p,117,120,1,3
KXNBAGAME-25DEC14WASIND,KXNBAGAME-25DEC14WASIND-IND,Washington vs Indiana Winner?,2025-12-14,Washington Wizards,Indiana Pacers,finalized,no,1237464.0,0.0,0.0,,0.775,0.77,0.78,1765741500.0,1765741500.0,0,3:00p,108,89,0,-19
KXNBAGAME-25DEC14CHACLE,KXNBAGAME-25DEC14CHACLE-CLE,Charlotte vs Cleveland Winner?,2025-12-14,Charlotte Hornets,Cleveland Cavaliers,finalized,no,2521404.0,0.0,0.0,,0.835,0.83,0.84,1765743300.0,1765743300.0,0,3:30p,119,111,0,-8
KXNBAGAME-25DEC14SACMIN,KXNBAGAME-25DEC14SACMIN-MIN,Sacramento vs Minnesota Winner?,2025-12-14,Sacramento Kings,Minnesota Timberwolves,finalized,yes,1582167.0,0.0,1.0,,0.805,0.8,0.81,1765755900.0,1765755900.0,1,7:00p,103,117,1,14
KXNBAGAME-25DEC15HOUDEN,KXNBAGAME-25DEC15HOUDEN-DEN,Houston vs Denver Winner?,2025-12-15,Houston Rockets,Denver Nuggets,finalized,yes,7795625.0,0.0,1.0,,0.485,0.48,0.49,1765851300.0,1765851300.0,1,9:30p,125,128,1,3
KXNBAGAME-25DEC15MEMLAC,KXNBAGAME-25DEC15MEMLAC-LAC,Memphis vs Los Angeles C Winner?,2025-12-15,Memphis Grizzlies,Los Angeles Clippers,finalized,no,3213576.0,0.0,0.0,,0.65,0.64,0.66,1765854900.0,1765854900.0,0,10:30p,121,103,0,-18
KXNBAGAME-25DEC15DETBOS,KXNBAGAME-25DEC15DETBOS-BOS,Detroit vs Boston Winner?,2025-12-15,Detroit Pistons,Boston Celtics,finalized,no,4385662.0,0.0,0.0,,0.525,0.52,0.53,1765842300.0,1765842300.0,0,7:00p,112,105,0,-7
KXNBAGAME-25DEC15TORMIA,KXNBAGAME-25DEC15TORMIA-MIA,Toronto vs Miami Winner?,2025-12-15,Toronto Raptors,Miami Heat,finalized,no,1536900.0,0.0,0.0,,0.635,0.63,0.64,1765844100.0,1765844100.0,0,7:30p,106,96,0,-10
KXNBAGAME-25DEC15DALUTA,KXNBAGAME-25DEC15DALUTA-UTA,Dallas vs Utah Winner?,2025-12-15,Dallas Mavericks,Utah Jazz,finalized,yes,6213627.0,0.0,1.0,,0.485,0.48,0.49,1765849500.0,1765849500.0,1,9:00p,133,140,1,7
KXNBAGAME-25DEC17CLECHI,KXNBAGAME-25DEC17CLECHI-CHI,Cleveland vs Chicago Winner?,2025-12-17,Cleveland Cavaliers,Chicago Bulls,finalized,yes,3405409.0,0.0,1.0,,0.345,0.34,0.35,1766018700.0,1766018700.0,1,8:00p,111,127,1,16
KXNBAGAME-25DEC17MEMMIN,KXNBAGAME-25DEC17MEMMIN-MIN,Memphis vs Minnesota Winner?,2025-12-17,Memphis Grizzlies,Minnesota Timberwolves,finalized,no,4544538.0,0.0,0.0,,0.705,0.7,0.71,1766018700.0,1766018700.0,0,8:00p,116,110,0,-6
KXNBAGAME-25DEC18NYKIND,KXNBAGAME-25DEC18NYKIND-IND,New York vs Indiana Winner?,2025-12-18,New York Knicks,Indiana Pacers,finalized,no,3132291.0,0.0,0.0,,0.375,0.37,0.38,1766101500.0,1766101500.0,0,7:00p,114,113,0,-1
KXNBAGAME-25DEC18HOUNOP,KXNBAGAME-25DEC18HOUNOP-NOP,Houston vs New Orleans Winner?,2025-12-18,Houston Rockets,New Orleans Pelicans,finalized,yes,1776865.0,0.0,1.0,,0.22,0.21,0.23,1766105100.0,1766105100.0,1,8:00p,128,133,1,5
KXNBAGAME-25DEC18ATLCHA,KXNBAGAME-25DEC18ATLCHA-CHA,Atlanta vs Charlotte Winner?,2025-12-18,Atlanta Hawks,Charlotte Hornets,finalized,yes,2526930.0,0.0,1.0,,0.375,0.37,0.38,1766101500.0,1766101500.0,1,7:00p,126,133,1,7
KXNBAGAME-25DEC18LACOKC,KXNBAGAME-25DEC18LACOKC-OKC,Los Angeles C vs Oklahoma City Winner?,2025-12-18,Los Angeles Clippers,Oklahoma City Thunder,finalized,yes,952863.0,0.0,1.0,,0.915,0.91,0.92,1766105100.0,1766105100.0,1,8:00p,101,122,1,21
KXNBAGAME-25DEC18WASSAS,KXNBAGAME-25DEC18WASSAS-SAS,Washington vs San Antonio Winner?,2025-12-18,Washington Wizards,San Antonio Spurs,finalized,yes,305891.0,0.0,1.0,,0.895,0.89,0.9,1766105100.0,1766105040.0,1,8:00p,94,119,1,25
KXNBAGAME-25DEC18MIABKN,KXNBAGAME-25DEC18MIABKN-BKN,Miami vs Brooklyn Winner?,2025-12-18,Miami Heat,Brooklyn Nets,finalized,no,1903885.0,0.0,0.0,,0.28500000000000003,0.28,0.29,1766103300.0,1766103300.0,0,7:30p,106,95,0,-11
KXNBAGAME-25DEC18DETDAL,KXNBAGAME-25DEC18DETDAL-DAL,Detroit vs Dallas Winner?,2025-12-18,Detroit Pistons,Dallas Mavericks,finalized,yes,2672495.0,0.0,1.0,,0.345,0.34,0.35,1766106900.0,1766106900.0,1,8:30p,114,116,1,2
KXNBAGAME-25DEC18TORMIL,KXNBAGAME-25DEC18TORMIL-MIL,Toronto vs Milwaukee Winner?,2025-12-18,Toronto Raptors,Milwaukee Bucks,finalized,no,1416096.0,0.0,0.0,,0.375,0.37,0.38,1766105100.0,1766105100.0,0,8:00p,111,105,0,-6
KXNBAGAME-25DEC18LALUTA,KXNBAGAME-25DEC18LALUTA-UTA,Los Angeles L vs Utah Winner?,2025-12-18,Los Angeles Lakers,Utah Jazz,finalized,no,2267460.0,0.0,0.0,,0.225,0.22,0.23,1766108700.0,1766108700.0,0,9:00p,143,135,0,-8
KXNBAGAME-25DEC18ORLDEN,KXNBAGAME-25DEC18ORLDEN-DEN,Orlando vs Denver Winner?,2025-12-18,Orlando Magic,Denver Nuggets,finalized,yes,802961.0,0.0,1.0,,0.705,0.7,0.71,1766108700.0,1766108700.0,1,9:00p,115,126,1,11
KXNBAGAME-25DEC18SACPOR,KXNBAGAME-25DEC18SACPOR-POR,Sacramento vs Portland Winner?,2025-12-18,Sacramento Kings,Portland Trail Blazers,finalized,yes,3775706.0,0.0,1.0,,0.745,0.74,0.75,1766112300.0,1766112300.0,1,10:00p,133,134,1,1
KXNBAGAME-25DEC18GSWPHX,KXNBAGAME-25DEC18GSWPHX-PHX,Golden State vs Phoenix Winner?,2025-12-18,Golden State Warriors,Phoenix Suns,finalized,yes,2194809.0,0.0,1.0,,0.445,0.44,0.45,1766108700.0,1766108700.0,1,9:00p,98,99,1,1
KXNBAGAME-25DEC19SASATL,KXNBAGAME-25DEC19SASATL-ATL,San Antonio vs Atlanta Winner?,2025-12-19,San Antonio Spurs,Atlanta Hawks,finalized,no,805749.0,0.0,0.0,,0.395,0.39,0.4,1766189700.0,1766189700.0,0,7:30p,126,98,0,-28
KXNBAGAME-25DEC19CHICLE,KXNBAGAME-25DEC19CHICLE-CLE,Chicago vs Cleveland Winner?,2025-12-19,Chicago Bulls,Cleveland Cavaliers,finalized,no,2391669.0,0.0,0.0,,0.615,0.61,0.62,1766189700.0,1766189700.0,0,7:30p,136,125,0,-11
KXNBAGAME-25DEC19OKCMIN,KXNBAGAME-25DEC19OKCMIN-MIN,Oklahoma City vs Minnesota Winner?,2025-12-19,Oklahoma City Thunder,Minnesota Timberwolves,finalized,yes,6320885.0,0.0,1.0,,0.3,0.29,0.31,1766196900.0,1766196900.0,1,9:30p,107,112,1,5
KXNBAGAME-25DEC19PHINYK,KXNBAGAME-25DEC19PHINYK-NYK,Philadelphia vs New York Winner?,2025-12-19,Philadelphia 76ers,New York Knicks,finalized,no,4225086.0,0.0,0.0,,0.685,0.68,0.69,1766187900.0,1766187900.0,0,7:00p,116,107,0,-9
KXNBAGAME-25DEC19MIABOS,KXNBAGAME-25DEC19MIABOS-BOS,Miami vs Boston Winner?,2025-12-19,Miami Heat,Boston Celtics,finalized,yes,1479060.0,0.0,1.0,,0.715,0.71,0.72,1766187900.0,1766187900.0,1,7:00p,116,129,1,13
KXNBAGAME-25DEC20CHADET,KXNBAGAME-25DEC20CHADET-DET,Charlotte vs Detroit Winner?,2025-12-20,Charlotte Hornets,Detroit Pistons,finalized,yes,653534.0,0.0,1.0,,0.805,0.8,0.81,1766276100.0,1766276100.0,1,7:30p,86,112,1,26
KXNBAGAME-25DEC20PHXGSW,KXNBAGAME-25DEC20PHXGSW-GSW,Phoenix vs Golden State Winner?,2025-12-20,Phoenix Suns,Golden State Warriors,finalized,yes,2751302.0,0.0,1.0,,0.665,0.66,0.67,1766279700.0,1766279700.0,1,8:30p,116,119,1,3
KXNBAGAME-25DEC20LALLAC,KXNBAGAME-25DEC20LALLAC-LAC,Los Angeles L vs Los Angeles C Winner?,2025-12-20,Los Angeles Lakers,Los Angeles Clippers,finalized,yes,2520925.0,0.0,1.0,,0.46499999999999997,0.46,0.47,1766286900.0,1766286900.0,1,10:30p,88,103,1,15
KXNBAGAME-25DEC20WASMEM,KXNBAGAME-25DEC20WASMEM-MEM,Washington vs Memphis Winner?,2025-12-20,Washington Wizards,Memphis Grizzlies,finalized,no,1383711.0,0.0,0.0,,0.835,0.83,0.84,1766277900.0,1766277900.0,0,8:00p,130,122,0,-8
