event_ticker,ticker,title,game_date,visitor_team,home_team,status,result,volume_fp,open_interest_fp,settlement_value_dollars,occurrence_datetime,kalshi_home_prob,pregame_yes_bid,pregame_yes_ask,cutoff_ts,end_period_ts,kalshi_home_win,start_et,visitor_pts,home_pts,home_win,home_margin
KXNBAGAME-25OCT21HOUOKC,KXNBAGAME-25OCT21HOUOKC-OKC,Houston vs Oklahoma City Winner?,2025-10-21,Houston Rockets,Oklahoma City Thunder,finalized,yes,10654946.0,0.0,1.0,,0.685,0.68,0.69,1761088500.0,1761088500.0,1,7:30p,124,125,1,1
KXNBAGAME-25OCT21GSWLAL,KXNBAGAME-25OCT21GSWLAL-LAL,Golden State vs Los Angeles L Winner?,2025-10-21,Golden State Warriors,Los Angeles Lakers,finalized,no,6938516.0,0.0,0.0,,0.435,0.43,0.44,1761097500.0,1761097500.0,0,10:00p,119,109,0,-10
KXNBAGAME-25OCT22DETCHI,KXNBAGAME-25OCT22DETCHI-CHI,Detroit vs Chicago Winner?,2025-10-22,Detroit Pistons,Chicago Bulls,finalized,yes,1865164.0,0.0,1.0,,0.405,0.4,0.41,1761176700.0,1761176700.0,1,8:00p,111,115,1,4
KXNBAGAME-25OCT22CLENYK,KXNBAGAME-25OCT22CLENYK-NYK,Cleveland vs New York Winner?,2025-10-22,Cleveland Cavaliers,New York Knicks,finalized,yes,4635331.0,0.0,1.0,,0.46499999999999997,0.46,0.47,1761173100.0,1761173100.0,1,7:00p,111,119,1,8
KXNBAGAME-25OCT22LACUTA,KXNBAGAME-25OCT22LACUTA-UTA,Los Angeles C vs Utah Winner?,2025-10-22,Los Angeles Clippers,Utah Jazz,finalized,yes,1385071.0,0.0,1.0,,0.20500000000000002,0.2,0.21,1761180300.0,1761180300.0,1,9:00p,108,129,1,21
KXNBAGAME-25OCT22MIAORL,KXNBAGAME-25OCT22MIAORL-ORL,Miami vs Orlando Winner?,2025-10-22,Miami Heat,Orlando Magic,finalized,yes,1842075.0,0.0,1.0,,0.755,0.75,0.76,1761173100.0,1761173100.0,1,7:00p,121,125,1,4
KXNBAGAME-25OCT22TORATL,KXNBAGAME-25OCT22TORATL-ATL,Toronto vs Atlanta Winner?,2025-10-22,Toronto Raptors,Atlanta Hawks,finalized,no,963636.0,0.0,0.0,,0.655,0.65,0.66,1761174900.0,1761174900.0,0,7:30p,138,118,0,-20
KXNBAGAME-25OCT22BKNCHA,KXNBAGAME-25OCT22BKNCHA-CHA,Brooklyn vs Charlotte Winner?,2025-10-22,Brooklyn Nets,Charlotte Hornets,finalized,yes,1132272.0,0.0,1.0,,0.645,0.64,0.65,1761173100.0,1761173100.0,1,7:00p,117,136,1,19
KXNBAGAME-25OCT22NOPMEM,KXNBAGAME-25OCT22NOPMEM-MEM,New Orleans vs Memphis Winner?,2025-10-22,New Orleans Pelicans,Memphis Grizzlies,finalized,yes,1636132.0,0.0,1.0,,0.615,0.61,0.62,1761176700.0,1761176700.0,1,8:00p,122,128,1,6
KXNBAGAME-25OCT22SASDAL,KXNBAGAME-25OCT22SASDAL-DAL,San Antonio vs Dallas Winner?,2025-10-22,San Antonio Spurs,Dallas Mavericks,finalized,no,4272826.0,0.0,0.0,,0.605,0.6,0.61,1761182100.0,1761182100.0,0,9:30p,125,92,0,-33
KXNBAGAME-25OCT22MINPOR,KXNBAGAME-25OCT22MINPOR-POR,Minnesota vs Portland Winner?,2025-10-22,Minnesota Timberwolves,Portland Trail Blazers,finalized,no,2704939.0,0.0,0.0,,0.355,0.35,0.36,1761183900.0,1761183900.0,0,10:00p,118,114,0,-4
KXNBAGAME-25OCT22SACPHX,KXNBAGAME-25OCT22SACPHX-PHX,Sacramento vs Phoenix Winner?,2025-10-22,Sacramento Kings,Phoenix Suns,finalized,yes,3069276.0,0.0,1.0,,0.605,0.6,0.61,1761183900.0,1761183900.0,1,10:00p,116,120,1,4
KXNBAGAME-25OCT22PHIBOS,KXNBAGAME-25OCT22PHIBOS-BOS,Philadelphia vs Boston Winner?,2025-10-22,Philadelphia 76ers,Boston Celtics,finalized,no,2520808.0,0.0,0.0,,0.635,0.63,0.64,1761174900.0,1761174900.0,0,7:30p,117,116,0,-1
KXNBAGAME-25OCT22WASMIL,KXNBAGAME-25OCT22WASMIL-MIL,Washington vs Milwaukee Winner?,2025-10-22,Washington Wizards,Milwaukee Bucks,finalized,yes,756094.0,0.0,1.0,,0.795,0.79,0.8,1761176700.0,1761176700.0,1,8:00p,120,133,1,13
KXNBAGAME-25OCT23DENGSW,KXNBAGAME-25OCT23DENGSW-GSW,Denver vs Golden State Winner?,2025-10-23,Denver Nuggets,Golden State Warriors,finalized,yes,10262593.0,0.0,1.0,,0.525,0.52,0.53,1761270300.0,1761270300.0,1,10:00p,131,137,1,6
KXNBAGAME-25OCT23OKCIND,KXNBAGAME-25OCT23OKCIND-IND,Oklahoma City vs Indiana Winner?,2025-10-23,Oklahoma City Thunder,Indiana Pacers,finalized,no,7230759.0,0.0,0.0,,0.275,0.27,0.28,1761261300.0,1761261300.0,0,7:30p,141,135,0,-6
KXNBAGAME-25OCT24BOSNYK,KXNBAGAME-25OCT24BOSNYK-NYK,Boston vs New York Winner?,2025-10-24,Boston Celtics,New York Knicks,finalized,yes,1706125.0,0.0,1.0,,0.615,0.61,0.62,1761347700.0,1761347700.0,1,7:30p,95,105,1,10
KXNBAGAME-25OCT24MIAMEM,KXNBAGAME-25OCT24MIAMEM-MEM,Miami vs Memphis Winner?,2025-10-24,Miami Heat,Memphis Grizzlies,finalized,no,466814.0,0.0,0.0,,0.595,0.59,0.6,1761349500.0,1761349500.0,0,8:00p,146,114,0,-32
KXNBAGAME-25OCT24MILTOR,KXNBAGAME-25OCT24MILTOR-TOR,Milwaukee vs Toronto Winner?,2025-10-24,Milwaukee Bucks,Toronto Raptors,finalized,no,2821177.0,0.0,0.0,,0.535,0.53,0.54,1761344100.0,1761344100.0,0,6:30p,122,116,0,-6
KXNBAGAME-25OCT24ATLORL,KXNBAGAME-25OCT24ATLORL-ORL,Atlanta vs Orlando Winner?,2025-10-24,Atlanta Hawks,Orlando Magic,finalized,no,1953716.0,0.0,0.0,,0.675,0.67,0.68,1761345900.0,1761345900.0,0,7:00p,111,107,0,-4
KXNBAGAME-25OCT24CLEBKN,KXNBAGAME-25OCT24CLEBKN-BKN,Cleveland vs Brooklyn Winner?,2025-10-24,Cleveland Cavaliers,Brooklyn Nets,finalized,no,1694905.0,0.0,0.0,,0.155,0.15,0.16,1761347700.0,1761347700.0,0,7:30p,131,124,0,-7
KXNBAGAME-25OCT24SASNOP,KXNBAGAME-25OCT24SASNOP-NOP,San Antonio vs New Orleans Winner?,2025-10-24,San Antonio Spurs,New Orleans Pelicans,finalized,no,1928858.0,0.0,0.0,,0.375,0.37,0.38,1761349500.0,1761349500.0,0,8:00p,120,116,0,-4
KXNBAGAME-25OCT24PHXLAC,KXNBAGAME-25OCT24PHXLAC-LAC,Phoenix vs Los Angeles C Winner?,2025-10-24,Phoenix Suns,Los Angeles Clippers,finalized,yes,741913.0,0.0,1.0,,0.775,0.77,0.78,1761358500.0,1761358500.0,1,10:30p,102,129,1,27
KXNBAGAME-25OCT24DETHOU,KXNBAGAME-25OCT24DETHOU-HOU,Detroit vs Houston Winner?,2025-10-24,Detroit Pistons,Houston Rockets,finalized,no,2308478.0,0.0,0.0,,0.695,0.69,0.7,1761349500.0,1761349500.0,0,8:00p,115,111,0,-4
KXNBAGAME-25OCT24WASDAL,KXNBAGAME-25OCT24WASDAL-DAL,Washington vs Dallas Winner?,2025-10-24,Washington Wizards,Dallas Mavericks,finalized,no,2252969.0,0.0,0.0,,0.795,0.79,0.8,1761351300.0,1761351300.0,0,8:30p,117,107,0,-10
KXNBAGAME-25OCT24UTASAC,KXNBAGAME-25OCT24UTASAC-SAC,Utah vs Sacramento Winner?,2025-10-24,Utah Jazz,Sacramento Kings,finalized,yes,1885386.0,0.0,1.0,,0.665,0.66,0.67,1761356700.0,1761356700.0,1,10:00p,104,105,1,1
KXNBAGAME-25OCT24MINLAL,KXNBAGAME-25OCT24MINLAL-LAL,Minnesota vs Los Angeles L Winner?,2025-10-24,Minnesota Timberwolves,Los Angeles Lakers,finalized,yes,2663759.0,0.0,1.0,,0.46499999999999997,0.46,0.47,1761356700.0,1761356700.0,1,10:00p,110,128,1,18
KXNBAGAME-25OCT24GSWPOR,KXNBAGAME-25OCT24GSWPOR-POR,Golden State vs Portland Winner?,2025-10-24,Golden State Warriors,Portland Trail Blazers,finalized,yes,2038564.0,0.0,1.0,,0.41000000000000003,0.4,0.42,1761356700.0,1761356700.0,1,10:00p,119,139,1,20
KXNBAGAME-25OCT25CHAPHI,KXNBAGAME-25OCT25CHAPHI-PHI,Charlotte vs Philadelphia Winner?,2025-10-25,Charlotte Hornets,Philadelphia 76ers,finalized,yes,1930209.0,0.0,1.0,,0.635,0.63,0.64,1761434100.0,1761434100.0,1,7:30p,121,125,1,4
KXNBAGAME-25OCT25OKCATL,KXNBAGAME-25OCT25OKCATL-ATL,Oklahoma City vs Atlanta Winner?,2025-10-25,Oklahoma City Thunder,Atlanta Hawks,finalized,no,854264.0,0.0,0.0,,0.255,0.25,0.26,1761434100.0,1761434100.0,0,7:30p,117,100,0,-17
KXNBAGAME-25OCT25INDMEM,KXNBAGAME-25OCT25INDMEM-MEM,Indiana vs Memphis Winner?,2025-10-25,Indiana Pacers,Memphis Grizzlies,finalized,yes,665447.0,0.0,1.0,,0.535,0.53,0.54,1761435900.0,1761435900.0,1,8:00p,103,128,1,25
KXNBAGAME-25OCT25CHIORL,KXNBAGAME-25OCT25CHIORL-ORL,Chicago vs Orlando Winner?,2025-10-25,Chicago Bulls,Orlando Magic,finalized,no,1409215.0,0.0,0.0,,0.685,0.68,0.69,1761432300.0,1761432300.0,0,7:00p,110,98,0,-12
KXNBAGAME-25OCT25PHXDEN,KXNBAGAME-25OCT25PHXDEN-DEN,Phoenix vs Denver Winner?,2025-10-25,Phoenix Suns,Denver Nuggets,finalized,yes,514429.0,0.0,1.0,,0.855,0.85,0.86,1761439500.0,1761439500.0,1,9:00p,111,133,1,22
KXNBAGAME-25OCT26NYKMIA,KXNBAGAME-25OCT26NYKMIA-MIA,New York vs Miami Winner?,2025-10-26,New York Knicks,Miami Heat,finalized,yes,1681386.0,0.0,1.0,,0.415,0.41,0.42,1761515100.0,1761515100.0,1,6:00p,107,115,1,8
KXNBAGAME-25OCT26INDMIN,KXNBAGAME-25OCT26INDMIN-MIN,Indiana vs Minnesota Winner?,2025-10-26,Indiana Pacers,Minnesota Timberwolves,finalized,yes,1464565.0,0.0,1.0,,0.835,0.83,0.84,1761518700.0,1761518700.0,1,7:00p,110,114,1,4
KXNBAGAME-25OCT26BOSDET,KXNBAGAME-25OCT26BOSDET-DET,Boston vs Detroit Winner?,2025-10-26,Boston Celtics,Detroit Pistons,finalized,yes,1999215.0,0.0,1.0,,0.555,0.55,0.56,1761506100.0,1761506100.0,1,3:30p,113,119,1,6
KXNBAGAME-25OCT26CHAWAS,KXNBAGAME-25OCT26CHAWAS-WAS,Charlotte vs Washington Winner?,2025-10-26,Charlotte Hornets,Washington Wizards,finalized,no,946736.0,0.0,0.0,,0.545,0.54,0.55,1761515100.0,1761515100.0,0,6:00p,139,113,0,-26
KXNBAGAME-25OCT26BKNSAS,KXNBAGAME-25OCT26BKNSAS-SAS,Brooklyn vs San Antonio Winner?,2025-10-26,Brooklyn Nets,San Antonio Spurs,finalized,yes,1186645.0,0.0,1.0,,0.815,0.81,0.82,1761500700.0,1761500700.0,1,2:00p,107,118,1,11
KXNBAGAME-25OCT26PORLAC,KXNBAGAME-25OCT26PORLAC-LAC,Portland vs Los Angeles C Winner?,2025-10-26,Portland Trail Blazers,Los Angeles Clippers,finalized,yes,1297687.0,0.0,1.0,,0.735,0.73,0.74,1761525900.0,1761525900.0,1,9:00p,107,114,1,7
KXNBAGAME-25OCT26TORDAL,KXNBAGAME-25OCT26TORDAL-DAL,Toronto vs Dallas Winner?,2025-10-26,Toronto Raptors,Dallas Mavericks,finalized,yes,1744208.0,0.0,1.0,,0.495,0.49,0.5,1761520500.0,1761520500.0,1,7:30p,129,139,1,10
KXNBAGAME-25OCT26MILCLE,KXNBAGAME-25OCT26MILCLE-CLE,Milwaukee vs Cleveland Winner?,2025-10-26,Milwaukee Bucks,Cleveland Cavaliers,finalized,yes,1356436.0,0.0,1.0,,0.685,0.68,0.69,1761515100.0,1761515100.0,1,6:00p,113,118,1,5
KXNBAGAME-25OCT26LALSAC,KXNBAGAME-25OCT26LALSAC-SAC,Los Angeles L vs Sacramento Winner?,2025-10-26,Los Angeles Lakers,Sacramento Kings,finalized,no,3507661.0,0.0,0.0,,0.605,0.6,0.61,1761525900.0,1761525900.0,0,9:00p,127,120,0,-7
KXNBAGAME-25OCT27BKNHOU,KXNBAGAME-25OCT27BKNHOU-HOU,Brooklyn vs Houston Winner?,2025-10-27,Brooklyn Nets,Houston Rockets,finalized,yes,313012.0,0.0,1.0,,0.885,0.88,0.89,1761608700.0,1761608700.0,1,8:00p,109,137,1,28
KXNBAGAME-25OCT27CLEDET,KXNBAGAME-25OCT27CLEDET-DET,Cleveland vs Detroit Winner?,2025-10-27,Cleveland Cavaliers,Detroit Pistons,finalized,no,1296493.0,0.0,0.0,,0.445,0.44,0.45,1761605100.0,1761605100.0,0,7:00p,116,95,0,-21
KXNBAGAME-25OCT27BOSNOP,KXNBAGAME-25OCT27BOSNOP-NOP,Boston vs New Orleans Winner?,2025-10-27,Boston Celtics,New Orleans Pelicans,finalized,no,958973.0,0.0,0.0,,0.355,0.35,0.36,1761608700.0,1761608700.0,0,8:00p,122,90,0,-32
KXNBAGAME-25OCT27TORSAS,KXNBAGAME-25OCT27TORSAS-SAS,Toronto vs San Antonio Winner?,2025-10-27,Toronto Raptors,San Antonio Spurs,finalized,yes,1619589.0,0.0,1.0,,0.625,0.62,0.63,1761608700.0,1761608700.0,1,8:00p,103,121,1,18
KXNBAGAME-25OCT27ATLCHI,KXNBAGAME-25OCT27ATLCHI-CHI,Atlanta vs Chicago Winner?,2025-10-27,Atlanta Hawks,Chicago Bulls,finalized,yes,1984131.0,0.0,1.0,,0.435,0.43,0.44,1761608700.0,1761608700.0,1,8:00p,123,128,1,5
KXNBAGAME-25OCT27ORLPHI,KXNBAGAME-25OCT27ORLPHI-PHI,Orlando vs Philadelphia Winner?,2025-10-27,Orlando Magic,Philadelphia 76ers,finalized,yes,3699876.0,0.0,1.0,,0.325,0.32,0.33,1761605100.0,1761605100.0,1,7:00p,124,136,1,12
KXNBAGAME-25OCT27PHXUTA,KXNBAGAME-25OCT27PHXUTA-UTA,Phoenix vs Utah Winner?,2025-10-27,Phoenix Suns,Utah Jazz,finalized,yes,2919685.0,0.0,1.0,,0.535,0.53,0.54,1761612300.0,1761612300.0,1,9:00p,134,138,1,4
KXNBAGAME-25OCT27DENMIN,KXNBAGAME-25OCT27DENMIN-MIN,Denver vs Minnesota Winner?,2025-10-27,Denver Nuggets,Minnesota Timberwolves,finalized,no,1966716.0,0.0,0.0,,0.315,0.31,0.32,1761614100.0,1761614100.0,0,9:30p,127,114,0,-13
KXNBAGAME-25OCT27PORLAL,KXNBAGAME-25OCT27PORLAL-LAL,Portland vs Los Angeles L Winner?,2025-10-27,Portland Trail Blazers,Los Angeles Lakers,finalized,no,3157865.0,0.0,0.0,,0.435,0.43,0.44,1761617700.0,1761617700.0,0,10:30p,122,108,0,-14
KXNBAGAME-25OCT27OKCDAL,KXNBAGAME-25OCT27OKCDAL-DAL,Oklahoma City vs Dallas Winner?,2025-10-27,Oklahoma City Thunder,Dallas Mavericks,finalized,no,1595876.0,0.0,0.0,,0.245,0.24,0.25,1761610500.0,1761610500.0,0,8:30p,101,94,0,-7
KXNBAGAME-25OCT27MEMGSW,KXNBAGAME-25OCT27MEMGSW-GSW,Memphis vs Golden State Winner?,2025-10-27,Memphis Grizzlies,Golden State Warriors,finalized,yes,1151094.0,0.0,1.0,,0.74,0.73,0.75,1761615900.0,1761615900.0,1,10:00p,118,131,1,13
KXNBAGAME-25OCT28PHIWAS,KXNBAGAME-25OCT28PHIWAS-WAS,Philadelphia vs Washington Winner?,2025-10-28,Philadelphia 76ers,Washington Wizards,finalized,no,3809275.0,0.0,0.0,,0.355,0.35,0.36,1761691500.0,1761691500.0,0,7:00p,139,134,0,-5
KXNBAGAME-25OCT28CHAMIA,KXNBAGAME-25OCT28CHAMIA-MIA,Charlotte vs Miami Winner?,2025-10-28,Charlotte Hornets,Miami Heat,finalized,yes,1143739.0,0.0,1.0,,0.625,0.62,0.63,1761693300.0,1761693300.0,1,7:30p,117,144,1,27
KXNBAGAME-25OCT28NYKMIL,KXNBAGAME-25OCT28NYKMIL-MIL,New York vs Milwaukee Winner?,2025-10-28,New York Knicks,Milwaukee Bucks,finalized,yes,2861735.0,0.0,1.0,,0.46499999999999997,0.46,0.47,1761695100.0,1761695100.0,1,8:00p,111,121,1,10
KXNBAGAME-25OCT28SACOKC,KXNBAGAME-25OCT28SACOKC-OKC,Sacramento vs Oklahoma City Winner?,2025-10-28,Sacramento Kings,Oklahoma City Thunder,finalized,yes,3777588.0,0.0,1.0,,0.785,0.78,0.79,1761695100.0,1761695100.0,1,8:00p,101,107,1,6
KXNBAGAME-25OCT28LACGSW,KXNBAGAME-25OCT28LACGSW-GSW,Los Angeles C vs Golden State Winner?,2025-10-28,Los Angeles Clippers,Golden State Warriors,finalized,yes,8293173.0,0.0,1.0,,0.485,0.48,0.49,1761705900.0,1761705900.0,1,11:00p,79,98,1,19
KXNBAGAME-25OCT29INDDAL,KXNBAGAME-25OCT29INDDAL-DAL,Indiana vs Dallas Winner?,2025-10-29,Indiana Pacers,Dallas Mavericks,finalized,yes,3700181.0,0.0,1.0,,0.685,0.68,0.69,1761783300.0,1761783300.0,1,8:30p,105,107,1,2
KXNBAGAME-25OCT29ATLBKN,KXNBAGAME-25OCT29ATLBKN-BKN,Atlanta vs Brooklyn Winner?,2025-10-29,Atlanta Hawks,Brooklyn Nets,finalized,no,1769729.0,0.0,0.0,,0.265,0.26,0.27,1761779700.0,1761779700.0,0,7:30p,117,112,0,-5
KXNBAGAME-25OCT29NOPDEN,KXNBAGAME-25OCT29NOPDEN-DEN,New Orleans vs Denver Winner?,2025-10-29,New Orleans Pelicans,Denver Nuggets,finalized,yes,660812.0,0.0,1.0,,0.855,0.85,0.86,1761785100.0,1761785100.0,1,9:00p,88,122,1,34
KXNBAGAME-25OCT29CLEBOS,KXNBAGAME-25OCT29CLEBOS-BOS,Cleveland vs Boston Winner?,2025-10-29,Cleveland Cavaliers,Boston Celtics,finalized,yes,3403603.0,0.0,1.0,,0.395,0.39,0.4,1761777900.0,1761777900.0,1,7:00p,105,125,1,20
KXNBAGAME-25OCT29ORLDET,KXNBAGAME-25OCT29ORLDET-DET,Orlando vs Detroit Winner?,2025-10-29,Orlando Magic,Detroit Pistons,finalized,yes,1983285.0,0.0,1.0,,0.475,0.47,0.48,1761777900.0,1761777900.0,1,7:00p,116,135,1,19
KXNBAGAME-25OCT29LALMIN,KXNBAGAME-25OCT29LALMIN-MIN,Los Angeles L vs Minnesota Winner?,2025-10-29,Los Angeles Lakers,Minnesota Timberwolves,finalized,no,4600596.0,0.0,0.0,,0.715,0.71,0.72,1761786900.0,1761786900.0,0,9:30p,116,115,0,-1
KXNBAGAME-25OCT29SACCHI,KXNBAGAME-25OCT29SACCHI-CHI,Sacramento vs Chicago Winner?,2025-10-29,Sacramento Kings,Chicago Bulls,finalized,yes,1386979.0,0.0,1.0,,0.625,0.62,0.63,1761781500.0,1761781500.0,1,8:00p,113,126,1,13
KXNBAGAME-25OCT29PORUTA,KXNBAGAME-25OCT29PORUTA-UTA,Portland vs Utah Winner?,2025-10-29,Portland Trail Blazers,Utah Jazz,finalized,no,2824078.0,0.0,0.0,,0.435,0.43,0.44,1761785100.0,1761785100.0,0,9:00p,136,134,0,-2
KXNBAGAME-25OCT29MEMPHX,KXNBAGAME-25OCT29MEMPHX-PHX,Memphis vs Phoenix Winner?,2025-10-29,Memphis Grizzlies,Phoenix Suns,finalized,no,3810330.0,0.0,0.0,,0.445,0.44,0.45,1761788700.0,1761788700.0,0,10:00p,114,113,0,-1
KXNBAGAME-25OCT29HOUTOR,KXNBAGAME-25OCT29HOUTOR-TOR,Houston vs Toronto Winner?,2025-10-29,Houston Rockets,Toronto Raptors,finalized,no,2225057.0,0.0,0.0,,0.315,0.31,0.32,1761776100.0,1761776100.0,0,6:30p,139,121,0,-18
KXNBAGAME-25OCT30MIASAS,KXNBAGAME-25OCT30MIASAS-SAS,Miami vs San Antonio Winner?,2025-10-30,Miami Heat,San Antonio Spurs,finalized,yes,3314783.0,0.0,1.0,,0.685,0.68,0.69,1761869700.0,1761869700.0,1,8:30p,101,107,1,6
KXNBAGAME-25OCT30ORLCHA,KXNBAGAME-25OCT30ORLCHA-CHA,Orlando vs Charlotte Winner?,2025-10-30,Orlando Magic,Charlotte Hornets,finalized,no,2696063.0,0.0,0.0,,0.425,0.42,0.43,1761864300.0,1761864300.0,0,7:00p,123,107,0,-16
KXNBAGAME-25OCT30GSWMIL,KXNBAGAME-25OCT30GSWMIL-MIL,Golden State vs Milwaukee Winner?,2025-10-30,Golden State Warriors,Milwaukee Bucks,finalized,yes,4168523.0,0.0,1.0,,0.27,0.26,0.28,1761867900.0,1761867900.0,1,8:00p,110,120,1,10
KXNBAGAME-25OCT30WASOKC,KXNBAGAME-25OCT30WASOKC-OKC,Washington vs Oklahoma City Winner?,2025-10-30,Washington Wizards,Oklahoma City Thunder,finalized,yes,717108.0,0.0,1.0,,0.895,0.89,0.9,1761867900.0,1761867900.0,1,8:00p,108,127,1,19
KXNBAGAME-25OCT31UTAPHX,KXNBAGAME-25OCT31UTAPHX-PHX,Utah vs Phoenix Winner?,2025-10-31,Utah Jazz,Phoenix Suns,finalized,yes,1105115.0,0.0,1.0,,0.585,0.58,0.59,1761961500.0,1761961500.0,1,10:00p,96,118,1,22
KXNBAGAME-25OCT31NOPLAC,KXNBAGAME-25OCT31NOPLAC-LAC,New Orleans vs Los Angeles C Winner?,2025-10-31,New Orleans Pelicans,Los Angeles Clippers,finalized,yes,2139443.0,0.0,1.0,,0.825,0.82,0.83,1761963300.0,1761963300.0,1,10:30p,124,126,1,2
KXNBAGAME-25OCT31DENPOR,KXNBAGAME-25OCT31DENPOR-POR,Denver vs Portland Winner?,2025-10-31,Denver Nuggets,Portland Trail Blazers,finalized,yes,4143022.0,0.0,1.0,,0.335,0.33,0.34,1761961500.0,1761961500.0,1,10:00p,107,109,1,2
KXNBAGAME-25OCT31LALMEM,KXNBAGAME-25OCT31LALMEM-MEM,Los Angeles L vs Memphis Winner?,2025-10-31,Los Angeles Lakers,Memphis Grizzlies,finalized,no,3436035.0,0.0,0.0,,0.47,0.46,0.48,1761959700.0,1761959700.0,0,9:30p,117,112,0,-5
KXNBAGAME-25OCT31BOSPHI,KXNBAGAME-25OCT31BOSPHI-PHI,Boston vs Philadelphia Winner?,2025-10-31,Boston Celtics,Philadelphia 76ers,finalized,no,7811196.0,0.0,0.0,,0.48,0.47,0.49,1761950700.0,1761950700.0,0,7:00p,109,108,0,-1
KXNBAGAME-25OCT31NYKCHI,KXNBAGAME-25OCT31NYKCHI-CHI,New York vs Chicago Winner?,2025-10-31,New York Knicks,Chicago Bulls,finalized,yes,3465635.0,0.0,1.0,,0.375,0.37,0.38,1761954300.0,1761954300.0,1,8:00p,125,135,1,10
KXNBAGAME-25OCT31ATLIND,KXNBAGAME-25OCT31ATLIND-IND,Atlanta vs Indiana Winner?,2025-10-31,Atlanta Hawks,Indiana Pacers,finalized,no,2275276.0,0.0,0.0,,0.455,0.45,0.46,1761950700.0,1761950700.0,0,7:00p,128,108,0,-20
KXNBAGAME-25OCT31TORCLE,KXNBAGAME-25OCT31TORCLE-CLE,Toronto vs Cleveland Winner?,2025-10-31,Toronto Raptors,Cleveland Cavaliers,finalized,no,2753633.0,0.0,0.0,,0.625,0.62,0.63,1761952500.0,1761952500.0,0,7:30p,112,101,0,-11
KXNBAGAME-25NOV01HOUBOS,KXNBAGAME-25NOV01HOUBOS-BOS,Houston vs Boston Winner?,2025-11-01,Houston Rockets,Boston Celtics,finalized,no,1521233.0,0.0,0.0,,0.355,0.35,0.36,1762040700.0,1762040700.0,0,8:00p,128,101,0,-27
KXNBAGAME-25NOV01MINCHA,KXNBAGAME-25NOV01MINCHA-CHA,Minnesota vs Charlotte Winner?,2025-11-01,Minnesota Timberwolves,Charlotte Hornets,finalized,no,1359145.0,0.0,0.0,,0.385,0.38,0.39,1762033500.0,1762033500.0,0,6:00p,122,105,0,-17
KXNBAGAME-25NOV01ORLWAS,KXNBAGAME-25NOV01ORLWAS-WAS,Orlando vs Washington Winner?,2025-11-01,Orlando Magic,Washington Wizards,finalized,no,631146.0,0.0,0.0,,0.235,0.23,0.24,1762037100.0,1762037100.0,0,7:00p,125,94,0,-31
KXNBAGAME-25NOV01GSWIND,KXNBAGAME-25NOV01GSWIND-IND,Golden State vs Indiana Winner?,2025-11-01,Golden State Warriors,Indiana Pacers,finalized,yes,2368978.0,0.0,1.0,,0.195,0.19,0.2,1762037100.0,1762037100.0,1,7:00p,109,114,1,5
KXNBAGAME-25NOV01DALDET,KXNBAGAME-25NOV01DALDET-DET,Dallas vs Detroit Winner?,2025-11-01,Dallas Mavericks,Detroit Pistons,finalized,yes,2145980.0,0.0,1.0,,0.725,0.72,0.73,1762047900.0,1762047900.0,1,10:00p,110,122,1,12
KXNBAGAME-25NOV01SACMIL,KXNBAGAME-25NOV01SACMIL-MIL,Sacramento vs Milwaukee Winner?,2025-11-01,Sacramento Kings,Milwaukee Bucks,finalized,no,3716742.0,0.0,0.0,,0.705,0.7,0.71,1762029900.0,1762029900.0,0,5:00p,135,133,0,-2
KXNBAGAME-25NOV02SASPHX,KXNBAGAME-25NOV02SASPHX-PHX,San Antonio vs Phoenix Winner?,2025-11-02,San Antonio Spurs,Phoenix Suns,finalized,yes,2823079.0,0.0,1.0,,0.325,0.32,0.33,1762130700.0,1762130700.0,1,8:00p,118,130,1,12
KXNBAGAME-25NOV02MIALAL,KXNBAGAME-25NOV02MIALAL-LAL,Miami vs Los Angeles Winner?,2025-11-02,Miami Heat,Los Angeles Lakers,finalized,yes,5049529.0,0.0,1.0,,0.655,0.65,0.66,1762136100.0,1762136100.0,1,9:30p,120,130,1,10
KXNBAGAME-25NOV02PHIBKN,KXNBAGAME-25NOV02PHIBKN-BKN,Philadelphia vs Brooklyn Winner?,2025-11-02,Philadelphia 76ers,Brooklyn Nets,finalized,no,877366.0,0.0,0.0,,0.355,0.35,0.36,1762123500.0,1762123500.0,0,6:00p,129,105,0,-24
KXNBAGAME-25NOV02CHINYK,KXNBAGAME-25NOV02CHINYK-NYK,Chicago vs New York K Winner?,2025-11-02,Chicago Bulls,New York Knicks,finalized,yes,1324676.0,0.0,1.0,,0.705,0.7,0.71,1762127100.0,1762127100.0,1,7:00p,116,128,1,12
KXNBAGAME-25NOV02NOPOKC,KXNBAGAME-25NOV02NOPOKC-OKC,New Orleans vs Oklahoma City Winner?,2025-11-02,New Orleans Pelicans,Oklahoma City Thunder,finalized,yes,750776.0,0.0,1.0,,0.865,0.86,0.87,1762114500.0,1762114500.0,1,3:30p,106,137,1,31
KXNBAGAME-25NOV02ATLCLE,KXNBAGAME-25NOV02ATLCLE-CLE,Atlanta vs Cleveland Winner?,2025-11-02,Atlanta Hawks,Cleveland Cavaliers,finalized,yes,1745241.0,0.0,1.0,,0.69,0.68,0.7,1762123500.0,1762123500.0,1,6:00p,109,117,1,8
